,Base Country,Base Country Lat,Base Country Lng,Relation Country,Relation Country Lat,Relation Country Lng,Men,Women,Children,Sex Trafficking,Forced Labor,Debt Bondage,Description
550,Mauritania,21.00789,-10.940835,Senegal,14.497401,-14.452362,0,1,0,0,1,0," Mauritanian, Nigerian, and Senegalese traffickers in the port city of Nouadhibou forced into prostitution Mauritanian women and West and Central African migrants transiting Mauritania en route to Europe"
551,Mauritania,21.00789,-10.940835,Nigeria,9.081999,8.675277,0,1,0,0,1,0," Mauritanian, Nigerian, and Senegalese traffickers in the port city of Nouadhibou forced into prostitution Mauritanian women and West and Central African migrants transiting Mauritania en route to Europe"
552,Mauritania,21.00789,-10.940835,Saudi Arabia,23.885942,45.079162,0,1,1,1,0,0," Mauritanian women and girls are fraudulently recruited by foreign agencies and Mauritanian middlemen for nursing and teaching jobs abroad and exploited in domestic servitude and sex trafficking in the Gulf, including Saudi Arabia"
553,Mauritania,21.00789,-10.940835,Senegal,14.497401,-14.452362,0,1,1,1,0,0," West African women and girls, especially Senegalese and Ivoirians, are vulnerable to domestic servitude and sex trafficking in Mauritania"
554,Mauritania,21.00789,-10.940835,Niger,17.607789,8.081666,0,1,0,0,1,0," Mauritanian, Nigerian, and Senegalese traffickers in the port city of Nouadhibou forced into prostitution Mauritanian women and West and Central African migrants transiting Mauritania en route to Europe"
555,Mexico,23.634501,-102.552784,United States,37.09024,-95.712891,1,1,1,1,0,0," Mexican women 304MICRONESIA, FEDERATED STATES OFand children, and to a lesser extent men and transgender individuals, are exploited in sex trafficking in Mexico and the United States"
556,Mexico,23.634501,-102.552784,United States,37.09024,-95.712891,1,1,1,0,1,0," Mexican men, women, and children are exploited in forced labor in agriculture, domestic servitude, child care, manufacturing, mining, food processing, construction, tourism, forced begging, and street vending in Mexico and the United States"
557,Mexico,23.634501,-102.552784,Canada,56.130366,-106.346771,0,0,1,1,0,0," Many child sex tourists are from the United States, Canada, and Western Europe; Mexicans also purchase sex from children who have been subjected to sex trafficking"
558,Mexico,23.634501,-102.552784,United States,37.09024,-95.712891,0,0,1,1,0,0," Many child sex tourists are from the United States, Canada, and Western Europe; Mexicans also purchase sex from children who have been subjected to sex trafficking"
559,Moldova,47.411631,28.369885,United States,37.09024,-95.712891,0,0,1,1,0,0," Child sex tourism remains a concern, including from the EU, Turkey, Australia, Israel, Thailand, and the United States"
560,Moldova,47.411631,28.369885,Turkey,38.963745,35.243322,0,0,1,1,0,0," Child sex tourism remains a concern, including from the EU, Turkey, Australia, Israel, Thailand, and the United States"
561,Moldova,47.411631,28.369885,Thailand,15.870032,100.992541,0,0,1,1,0,0," Child sex tourism remains a concern, including from the EU, Turkey, Australia, Israel, Thailand, and the United States"
562,Moldova,47.411631,28.369885,Israel,31.046051,34.851612,0,0,1,1,0,0," Child sex tourism remains a concern, including from the EU, Turkey, Australia, Israel, Thailand, and the United States"
563,Moldova,47.411631,28.369885,Australia,-25.274398,133.775136,0,0,1,1,0,0," Child sex tourism remains a concern, including from the EU, Turkey, Australia, Israel, Thailand, and the United States"
564,Mongolia,46.862496,103.846656,Norway,60.47202399999999,8.468945999999999,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
565,Mongolia,46.862496,103.846656,Turkey,38.963745,35.243322,0,0,1,0,1,0," Mongolian girls employed as contortionistsŠoften under contractual agreements signed by their parentsŠare subjected to forced labor primarily in Mongolia and Turkey, and to a lesser extent in Hong Kong and Singapore"
566,Mongolia,46.862496,103.846656,South Korea,35.907757,127.766922,0,0,1,1,0,0, Tourists from Japan and South Korea have reportedly engaged in child sex tourism in Mongolia in prior years
567,Mongolia,46.862496,103.846656,Singapore,1.352083,103.819836,0,0,1,0,1,0," Mongolian girls employed as contortionistsŠoften under contractual agreements signed by their parentsŠare subjected to forced labor primarily in Mongolia and Turkey, and to a lesser extent in Hong Kong and Singapore"
568,Mongolia,46.862496,103.846656,Hong Kong,22.3193039,114.1693611,0,0,1,0,1,0," Mongolian girls employed as contortionistsŠoften under contractual agreements signed by their parentsŠare subjected to forced labor primarily in Mongolia and Turkey, and to a lesser extent in Hong Kong and Singapore"
569,Mongolia,46.862496,103.846656,United States,37.09024,-95.712891,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
570,Mongolia,46.862496,103.846656,Turkey,38.963745,35.243322,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
571,Mongolia,46.862496,103.846656,Sweden,60.12816100000001,18.643501,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
572,Mongolia,46.862496,103.846656,Malaysia,4.210484,101.975766,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
573,Mongolia,46.862496,103.846656,Japan,36.204824,138.252924,0,0,1,1,0,0, Tourists from Japan and South Korea have reportedly engaged in child sex tourism in Mongolia in prior years
574,Mongolia,46.862496,103.846656,South Korea,35.907757,127.766922,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
575,Mongolia,46.862496,103.846656,Kazakhstan,48.019573,66.923684,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
576,Mongolia,46.862496,103.846656,Japan,36.204824,138.252924,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
577,Mongolia,46.862496,103.846656,Hong Kong,22.3193039,114.1693611,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
578,Mongolia,46.862496,103.846656,Germany,51.165691,10.451526,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
579,Mongolia,46.862496,103.846656,China,35.86166,104.195397,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
580,Mongolia,46.862496,103.846656,Belgium,50.503887,4.469936,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
581,Mongolia,46.862496,103.846656,Macau,22.198745,113.543873,1,1,1,1,1,0," Mongolian men, women, and children are subjected to forced labor in Turkey, Kazakhstan, Norway, and Sweden and to sex trafficking in South Korea, Japan, China, Hong Kong, Macau, Malaysia, Germany, Sweden, Belgium, Turkey, and the United States"
582,Montenegro,42.708678,19.37439,Albania,41.153332,20.168331,0,0,1,0,1,0," Children, particularly Romani and Albanian children, are subjected to forced begging"
583,Montenegro,42.708678,19.37439,Kosovo,42.6026359,20.902977,0,0,1,0,1,0," Romani girls from Montenegro reportedly have been sold into marriages in Romani communities in Montenegro and, to a lesser extent, in Kosovo, and forced into domestic servitude"
584,Morocco,31.791702,-7.092619999999999,Philippines,12.879721,121.774017,0,1,0,0,1,0," Some women from the Philippines and Indonesia are recruited for employment as domestic workers in Morocco; upon arrival, some are subjected to forced labor, experiencing non-payment 314MOZAMBIQUEof wages, withholding of passports, and physical abuse at the hands of their employers"
585,Morocco,31.791702,-7.092619999999999,Indonesia,-0.789275,113.921327,0,1,0,0,1,0," Some women from the Philippines and Indonesia are recruited for employment as domestic workers in Morocco; upon arrival, some are subjected to forced labor, experiencing non-payment 314MOZAMBIQUEof wages, withholding of passports, and physical abuse at the hands of their employers"
586,Morocco,31.791702,-7.092619999999999,Nigeria,9.081999,8.675277,0,1,0,0,1,0," Some reports suggest Cameroonian and Nigerian networks force women into prostitution, while Nigerian networks also force women to beg in the streets by threatening the victims and their families; the victims are typically the same nationality as the traffickers"
587,Morocco,31.791702,-7.092619999999999,Niger,17.607789,8.081666,0,1,0,0,1,0," Some reports suggest Cameroonian and Nigerian networks force women into prostitution, while Nigerian networks also force women to beg in the streets by threatening the victims and their families; the victims are typically the same nationality as the traffickers"
588,Morocco,31.791702,-7.092619999999999,Cameroon,7.369721999999999,12.354722,0,1,0,0,1,0," Some reports suggest Cameroonian and Nigerian networks force women into prostitution, while Nigerian networks also force women to beg in the streets by threatening the victims and their families; the victims are typically the same nationality as the traffickers"
589,Morocco,31.791702,-7.092619999999999,Nigeria,9.081999,8.675277,0,1,1,1,1,0," International organizations, local NGOs, and migrants report unaccompanied children and women from Cote d'Ivoire, Democratic Republic of the Congo, Nigeria, and Cameroon are highly vulnerable to sex trafficking and forced labor in Morocco"
590,Morocco,31.791702,-7.092619999999999,Algeria,28.033886,1.659626,0,1,1,0,1,0, Criminal networks operating in Oujda on the Algerian border and in the northern coastal town of Nador force undocumented migrant women into prostitution and begging; networks in Oujda also reportedly force children of migrants to beg
591,Morocco,31.791702,-7.092619999999999,Cote d'Ivoire,7.539988999999999,-5.547079999999999,0,1,1,1,1,0," International organizations, local NGOs, and migrants report unaccompanied children and women from Cote d'Ivoire, Democratic Republic of the Congo, Nigeria, and Cameroon are highly vulnerable to sex trafficking and forced labor in Morocco"
592,Morocco,31.791702,-7.092619999999999,Democratic,36.11856849999999,-95.93226399999999,0,1,1,1,1,0," International organizations, local NGOs, and migrants report unaccompanied children and women from Cote d'Ivoire, Democratic Republic of the Congo, Nigeria, and Cameroon are highly vulnerable to sex trafficking and forced labor in Morocco"
593,Morocco,31.791702,-7.092619999999999,Cameroon,7.369721999999999,12.354722,0,1,1,1,1,0," International organizations, local NGOs, and migrants report unaccompanied children and women from Cote d'Ivoire, Democratic Republic of the Congo, Nigeria, and Cameroon are highly vulnerable to sex trafficking and forced labor in Morocco"
